job,part_number,customer,make_quantity,labor_hrs,labor_setup,labor_run,ot_hrs,ot_setup,ot_run,scrap_qty,scrap_run,scrap_setup
21-106,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,90.00,0.00,90.00,29.00,0.00,29.00,0.00,0.00,0.00
21-107,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,83.50,0.00,83.50,12.00,0.00,12.00,0.00,0.00,0.00
21-108,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,63.00,0.00,63.00,36.50,0.00,36.50,0.00,0.00,0.00
21-109,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,111.75,0.00,111.75,5.50,0.00,5.50,0.00,0.00,0.00
21-110,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,99.50,0.00,99.50,41.00,0.00,41.00,0.00,0.00,0.00
21-111,"5,300 GAL MIXING-AGING TANK",NEPHNITR,1,93.75,0.00,93.75,30.00,0.00,30.00,0.00,0.00,0.00
21-112,"2,600 GAL COMPOUND TANK",NEPHNITR,1,116.00,0.00,116.00,34.50,0.00,34.50,0.00,0.00,0.00
21-113,"2,600 GAL COMPOUND TANK",NEPHNITR,1,60.00,0.00,60.00,38.00,0.00,38.00,0.00,0.00,0.00
21-114,"2,600 GAL COMPOUND TANK",NEPHNITR,1,128.50,0.00,128.50,13.00,0.00,13.00,0.00,0.00,0.00
21-115,"2,600 GAL COMPOUND TANK",NEPHNITR,1,81.50,0.00,81.50,19.00,0.00,19.00,0.00,0.00,0.00
21-116,"2,600 GAL COMPOUND TANK",NEPHNITR,1,125.00,0.00,125.00,26.00,0.00,26.00,0.00,0.00,0.00
21-117,"2,600 GAL COMPOUND TANK",NEPHNITR,1,146.00,0.00,146.00,12.00,0.00,12.00,0.00,0.00,0.00
21-118,SS DARK ROSIN TANK,KRATCHEM,1,339.25,0.00,339.25,11.00,0.00,11.00,0.00,0.00,0.00
21-119,128 CST BURNED PLATES,LEARWEST,1,9.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00
21-121,"12"" ID X 39"" DISTILLATE TANK",MILLIKEN,1,8.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00
21-122,"24"" OD X 39"" CAPACITY TANK",MILLIKEN,1,19.00,0.00,19.00,7.00,0.00,7.00,0.00,0.00,0.00
21-123,CS LIQUID STORAGE TANK,IMIINDUS,1,61.50,0.00,61.50,19.50,0.00,19.50,0.00,0.00,0.00
21-124,CS LIQUID STORAGE TANK,IMIINDUS,1,63.00,0.00,63.00,32.50,0.00,32.50,0.00,0.00,0.00
21-125,SS HORIZONTAL PRESSURE VESSEL,PRYSMIAN,1,244.75,0.00,244.75,2.50,0.00,2.50,0.00,0.00,0.00
21-126,SS HORIZONTAL PRESSURE VESSEL,PRYSMIAN,1,257.25,0.00,257.25,0.00,0.00,0.00,0.00,0.00,0.00
21-128,BEVEL & ROLL (3) SHELL PLATES,ROSENBLAD,1,14.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00
21-129,"40,000 GAL DBL-WALL TANK",OKONITE1,1,308.00,0.00,308.00,3.00,0.00,3.00,0.00,0.00,0.00
21-130,BEVEL & ROLL (1) SHELL PLATE,ROSENBLAD,1,6.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
21-131,BEVEL & ROLL (1) SHELL PLATE,ROSENBLAD,1,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00
21-132,NITROGEN BUFFER VESSEL V-4201,ONEACONS,1,656.50,0.00,656.50,156.75,0.00,156.75,0.00,0.00,0.00
21-133,A CONDENSATE RECVR V-4401,ONEACONS,1,63.25,0.00,63.25,23.25,0.00,23.25,0.00,0.00,0.00
21-134,15 PSI FLASH TANK V-4402,ONEACONS,1,80.50,0.00,80.50,31.00,0.00,31.00,0.00,0.00,0.00
21-135,EXPANSION VESSEL V-6141,ONEACONS,1,64.50,0.00,64.50,14.50,0.00,14.50,0.00,0.00,0.00
21-136,EXPANSION VESSEL V-6141,ONEACONS,1,121.25,0.00,121.25,28.00,0.00,28.00,0.00,0.00,0.00
21-137,T. O. EXPANSION VESSEL V-7114,ONEACONS,1,28.00,0.00,28.00,2.00,0.00,2.00,0.00,0.00,0.00
21-139,,LEARWEST,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
21-140,"13,000 GAL SS STORAGE TANK",LIOCHEM1,1,174.75,0.00,174.75,0.00,0.00,0.00,0.00,0.00,0.00
21-141,THERMAL OIL MAINT VESSEL V4801,ONEACONS,1,139.00,0.00,139.00,45.00,0.00,45.00,0.00,0.00,0.00
21-142,GAS LIQUID SEPARATOR V6102,ONEACONS,1,40.25,0.00,40.25,22.00,0.00,22.00,0.00,0.00,0.00
21-143,GAS LIQUID SEPARATOR V6202,ONEACONS,1,113.25,0.00,113.25,19.00,0.00,19.00,0.00,0.00,0.00
21-144,LEVEL VESSEL V6108,ONEACONS,1,23.50,0.00,23.50,5.00,0.00,5.00,0.00,0.00,0.00
21-145,LEVEL VESSEL V6208,ONEACONS,1,24.00,0.00,24.00,4.50,0.00,4.50,0.00,0.00,0.00
21-146,WATCH VESSEL V6107,ONEACONS,1,39.75,0.00,39.75,14.50,0.00,14.50,0.00,0.00,0.00
21-147,WATCH VESSEL V6207,ONEACONS,1,46.50,0.00,46.50,13.50,0.00,13.50,0.00,0.00,0.00
21-148,ANHYDRIDE BUFFER VESELL V7111,ONEACONS,1,798.50,0.00,798.50,245.25,0.00,245.25,0.00,0.00,0.00
21-149,REACTOR CONDENSATE V7211,ONEACONS,1,216.00,0.00,216.00,26.50,0.00,26.50,0.00,0.00,0.00
21-150,DISTILLATION FEED TANK V8510,ONEACONS,1,527.00,0.00,527.00,115.00,0.00,115.00,0.00,0.00,0.00
21-151,DISTILLATION REFLUX POT V8520,ONEACONS,1,171.50,0.00,171.50,16.50,0.00,16.50,0.00,0.00,0.00
21-152,SLUDGE COLUMN REFLUX POT V8530,ONEACONS,1,38.50,0.00,38.50,18.00,0.00,18.00,0.00,0.00,0.00
21-153,DISTILL. WATCH VESSEL V8540,ONEACONS,1,128.50,0.00,128.50,26.50,0.00,26.50,0.00,0.00,0.00
21-154,DISTILL. WATCH VESSEL V8541,ONEACONS,1,110.00,0.00,110.00,24.00,0.00,24.00,0.00,0.00,0.00
21-155,MAKE UP VESSEL V8720,ONEACONS,1,279.25,0.00,279.25,59.25,0.00,59.25,0.00,0.00,0.00
21-156,"20,000 GAL SS ETHANOL STORAGE",CONCRET,1,171.00,0.00,171.00,9.00,0.00,9.00,0.00,0.00,0.00
21-157,61100 GAL SS LP SYRUP TANK KIT,USSUGARC,1,170.50,0.00,170.50,0.00,0.00,0.00,0.00,0.00,0.00
22-001,"25,000 GAL SS NASH TANK",NOAHINDU,1,188.50,0.00,188.50,46.50,0.00,46.50,0.00,0.00,0.00
22-002,"15,000 GAL CST L STORAGE TK",CONCRET,1,73.50,0.00,73.50,6.50,0.00,6.50,0.00,0.00,0.00
22-003,"12,500 GAL SS STORAGE TANK",SYMRISE,1,119.00,0.00,119.00,17.50,0.00,17.50,0.00,0.00,0.00
22-004,CRUDE CRYSTALLIZER SURGE DRUM,SOLVAUGU,1,297.25,0.00,297.25,87.00,0.00,87.00,0.00,0.00,0.00
22-005,"6,000 GAL SS API STORAGE TK",TELLPROD,1,197.00,0.00,197.00,14.00,0.00,14.00,0.00,0.00,0.00
22-006,ASME DISSOLUTION TANK,FLOQENGI,1,140.00,0.00,140.00,9.75,0.00,9.75,0.00,0.00,0.00
22-007,ASME DISSOLUTION TANK,FLOQENGI,1,93.00,0.00,93.00,15.00,0.00,15.00,0.00,0.00,0.00
22-008,ASME DISSOLUTION TANK,FLOQENGI,1,86.00,0.00,86.00,36.75,0.00,36.75,0.00,0.00,0.00
22-009,ASME DISSOLUTION TANK,FLOQENGI,1,123.50,0.00,123.50,23.25,0.00,23.25,0.00,0.00,0.00
22-010,SS STORAGE TANK (TK-1007),ENCHEMAM,1,330.50,0.00,330.50,13.00,0.00,13.00,0.00,0.00,0.00
22-011,SS STORAGE TANK (T-1005),ENCHEMAM,1,208.75,0.00,208.75,40.50,0.00,40.50,0.00,0.00,0.00
22-012,SS STORAGE TANK (T-1006),ENCHEMAM,1,130.00,0.00,130.00,0.50,0.00,0.50,0.00,0.00,0.00
22-015,"12,000 GAL SS API STORAGE TANK",CARLERIC,1,121.50,0.00,121.50,15.50,0.00,15.50,0.00,0.00,0.00
22-016,S-1014 PITCH TANK,KRATCHEM,1,152.00,0.00,152.00,44.75,0.00,44.75,0.00,0.00,0.00
22-017,SS PROCESS TANK (TAT-17),MILLIKEN,1,66.50,0.00,66.50,5.50,0.00,5.50,0.00,0.00,0.00
22-018,"10,000 GAL SS PROCESS TANK",BCRENVIR,1,106.75,0.00,106.75,21.50,0.00,21.50,0.00,0.00,0.00
22-019,"10,000 GAL SS PROCESS TANK",BCRENVIR,1,79.25,0.00,79.25,24.50,0.00,24.50,0.00,0.00,0.00
22-020,"2,000 GAL FEED TANK (TAK-70)",MILLIKEN,1,173.50,0.00,173.50,28.50,0.00,28.50,0.00,0.00,0.00
22-021,REFINED PULP TANK,MOTUSLLC,1,62.50,0.00,62.50,3.00,0.00,3.00,0.00,0.00,0.00
22-022,WHITE WATER TANK,MOTUSLLC,1,96.50,0.00,96.50,27.00,0.00,27.00,0.00,0.00,0.00
22-023,WHITE WATER TANK,MOTUSLLC,1,50.50,0.00,50.50,6.00,0.00,6.00,0.00,0.00,0.00
22-024,FRESH WATER TANK,MOTUSLLC,1,38.50,0.00,38.50,6.00,0.00,6.00,0.00,0.00,0.00
22-025,FRESH WATER TANK,MOTUSLLC,1,31.00,0.00,31.00,5.00,0.00,5.00,0.00,0.00,0.00
22-026,P-50 EXPANSION TANK,CYTECIND,1,84.25,0.00,84.25,11.75,0.00,11.75,0.00,0.00,0.00
22-027,PFA SLURRY TANK (T-4558),CYTECIND,1,59.50,0.00,59.50,15.25,0.00,15.25,0.00,0.00,0.00
22-028,"32,000 GAL CST API STORAGE TK",IFFCHEMI,1,118.50,0.00,118.50,21.50,0.00,21.50,0.00,0.00,0.00
22-029,DISTILLATION COLUMN BOTTON REP,PINOVAIN,1,145.50,0.00,145.50,28.00,0.00,28.00,0.00,0.00,0.00
22-030,SOLVENT RECOVERY COLUMN C-4450,CYTECIND,1,105.00,0.00,105.00,27.50,0.00,27.50,0.00,0.00,0.00
22-031,REFLUX DRUM (T-4564),CYTECIND,1,33.00,0.00,33.00,6.50,0.00,6.50,0.00,0.00,0.00
22-032,HEAT TREATMENT TANK,PINOVAIN,1,188.00,0.00,188.00,52.75,0.00,52.75,0.00,0.00,0.00
22-033,DBTO RESIDUE BUFFER TANK,FLOQENGI,1,191.25,0.00,191.25,74.75,0.00,74.75,0.00,0.00,0.00
22-034,RECOVERY CATALYST BUFFER,FLOQENGI,1,91.75,0.00,91.75,8.00,0.00,8.00,0.00,0.00,0.00
22-035,RECOVERY CATALYST BUFFER,FLOQENGI,1,91.50,0.00,91.50,6.00,0.00,6.00,0.00,0.00,0.00
22-036,RECOVERY CATALYST BUFFER,FLOQENGI,1,85.00,0.00,85.00,11.00,0.00,11.00,0.00,0.00,0.00
22-037,FINAL RESIDUE TANK 57M3,FLOQENGI,1,143.00,0.00,143.00,20.50,0.00,20.50,0.00,0.00,0.00
22-038,FINAL RESIDUE TANK 88M3,FLOQENGI,1,161.50,0.00,161.50,32.50,0.00,32.50,0.00,0.00,0.00
22-039,LOT OF 8 FORMED SHELL SECTIONS,ROSENBLAD,1,30.50,0.00,30.50,0.00,0.00,0.00,0.00,0.00,0.00
22-040,BATCH STILL COLUMN (C-119),EPICSYST,1,54.50,0.00,54.50,11.50,0.00,11.50,0.00,0.00,0.00
22-041,BATCH STILL (T-120),EPICSYST,1,83.00,0.00,83.00,24.50,0.00,24.50,0.00,0.00,0.00
22-042,RECOVERED ETHANOL RECVR (T-123,EPICSYST,1,38.00,0.00,38.00,5.50,0.00,5.50,0.00,0.00,0.00
22-043,RECOVERED ETHANOL RECVR (T-126,EPICSYST,1,32.00,0.00,32.00,16.00,0.00,16.00,0.00,0.00,0.00
22-044,RECOVERED ETHANOL RECV (T-128),EPICSYST,1,43.00,0.00,43.00,6.50,0.00,6.50,0.00,0.00,0.00
22-045,RECOVERED ETHANOL RECVR (T-132,EPICSYST,1,35.50,0.00,35.50,9.00,0.00,9.00,0.00,0.00,0.00
22-046,RECOVERED ETHANOL RECVR (T-134,EPICSYST,1,43.00,0.00,43.00,3.50,0.00,3.50,0.00,0.00,0.00
22-047,SS STORAGE TANK (#1406),SYMRISE,1,186.00,0.00,186.00,26.00,0.00,26.00,0.00,0.00,0.00
22-048,EVAP DISTILLATE TANK T-4911,CYTECIND,1,32.50,0.00,32.50,2.00,0.00,2.00,0.00,0.00,0.00
22-049,"26,000 GAL SS SILO",USECLLC1,1,273.25,0.00,273.25,66.50,0.00,66.50,0.00,0.00,0.00
22-050,EOV CONDENSATE TANK,AURIPOLY,1,111.00,0.00,111.00,15.50,0.00,15.50,0.00,0.00,0.00
22-051,"23,000 GAL SS API STORAGE TANK",TELLPROD,1,182.75,0.00,182.75,26.00,0.00,26.00,0.00,0.00,0.00
22-052,"10,000 GAL SS PEXOIL TANK T304",PINOVAIN,1,226.50,0.00,226.50,76.50,0.00,76.50,0.00,0.00,0.00
22-053,SS STANDPIPE,INTEPAPE,1,162.25,0.00,162.25,20.00,0.00,20.00,0.00,0.00,0.00
22-054,"10,200 GAL CST PROCESS TANK",CANNONUSA,1,67.25,0.00,67.25,6.50,0.00,6.50,0.00,0.00,0.00
22-055,"10,200 GAL CST PROCESS TANK",CANNONUSA,1,68.25,0.00,68.25,8.00,0.00,8.00,0.00,0.00,0.00
22-057,FORM (15) SHELL SECTIONS,ROSENBLAD,1,26.00,0.00,26.00,10.00,0.00,10.00,0.00,0.00,0.00
22-058,SS SKI PLATE,GAF11111,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
22-059,"15,000 GAL CST STORAGE TANK",ACTIONEL,1,65.00,0.00,65.00,25.00,0.00,25.00,0.00,0.00,0.00
22-061,"10,000 GAL HOR. CST ACID TANK",ZACHGROU,1,110.50,0.00,110.50,50.50,0.00,50.50,0.00,0.00,0.00
22-062,171 M3 PRODUCT SILO,NANTRENE,1,257.00,0.00,257.00,56.75,0.00,56.75,0.00,0.00,0.00
22-063,171 M3 PRODUCT SILO,NANTRENE,1,360.50,0.00,360.50,79.50,0.00,79.50,0.00,0.00,0.00
22-064,171 M3 PRODUCT SILO,NANTRENE,1,456.50,0.00,456.50,65.25,0.00,65.25,0.00,0.00,0.00
22-065,171 M3 PRODUCT SILO,NANTRENE,1,290.00,0.00,290.00,78.50,0.00,78.50,0.00,0.00,0.00
22-066,100 M3 FINISH PROD SILO,NANTRENE,1,214.50,0.00,214.50,59.25,0.00,59.25,0.00,0.00,0.00
22-067,100 M3 FEED SILO,NANTRENE,1,223.25,0.00,223.25,68.75,0.00,68.75,0.00,0.00,0.00
22-068,54 M3 COATING SILO,NANTRENE,1,171.50,0.00,171.50,36.00,0.00,36.00,0.00,0.00,0.00
22-069,54 M3 COATING SILO,NANTRENE,1,148.50,0.00,148.50,27.50,0.00,27.50,0.00,0.00,0.00
22-070,10 M3 INTERMEDIATE HOPPER,NANTRENE,1,125.00,0.00,125.00,28.00,0.00,28.00,0.00,0.00,0.00
22-071,20 M3 CST BUNKER,NANTRENE,1,109.50,0.00,109.50,24.00,0.00,24.00,0.00,0.00,0.00
22-074,ALLOY 600 PIPE COIL,IFFCHEMI,1,50.50,0.00,50.50,14.25,0.00,14.25,0.00,0.00,0.00
22-075,LINE 5 EXPANSION TANK,INLIENGI,1,33.50,0.00,33.50,20.00,0.00,20.00,0.00,0.00,0.00
22-076,"142"" ID REACTOR (R-200)",KOCHMODU,1,1320.75,0.00,1320.75,331.00,0.00,331.00,0.00,0.00,0.00
22-077,BATCH COLUMN RECVR S-14T2,CYTECIND,1,53.25,0.00,53.25,24.50,0.00,24.50,0.00,0.00,0.00
22-078,"42"" ID DISTILL COLUMN (C-210)",KOCHMODU,1,84.00,0.00,84.00,20.50,0.00,20.50,0.00,0.00,0.00
22-079,"36"" OD DECANTER (V-230)",KOCHMODU,1,116.00,0.00,116.00,25.00,0.00,25.00,0.00,0.00,0.00
22-080,"58"" OD DISTILLATE REC (V-240)",KOCHMODU,1,135.00,0.00,135.00,28.00,0.00,28.00,0.00,0.00,0.00
22-081,"30"" OD JET HOTWELL ASMB (T260)",KOCHMODU,1,13.00,0.00,13.00,14.00,0.00,14.00,0.00,0.00,0.00
22-082,"36"" OD COIL VENT FLASH POT (V-200)",KOCHMODU,1,42.00,0.00,42.00,5.50,0.00,5.50,0.00,0.00,0.00
22-083,"6,000 GAL SS API STORAGE TK",THIEKAOL,1,81.00,0.00,81.00,23.50,0.00,23.50,0.00,0.00,0.00
22-085,6000 GAL SS ACETONE STORAGE TK,WWGAYMEC,1,173.00,0.00,173.00,30.75,0.00,30.75,0.00,0.00,0.00
22-086,CST PRESSURE RELIEF CATCH TK,CONCRET,1,74.00,0.00,74.00,16.00,0.00,16.00,0.00,0.00,0.00
22-088,LIQUID SUGAR STORAGE TK W/HEAD,USSUGARC,1,163.00,0.00,163.00,32.50,0.00,32.50,0.00,0.00,0.00
22-089,V-012 AIR HOLDER-WET,KAOSPECI,1,112.50,0.00,112.50,15.75,0.00,15.75,0.00,0.00,0.00
22-090,V-013 AIR HOLDER,KAOSPECI,1,105.75,0.00,105.75,3.00,0.00,3.00,0.00,0.00,0.00
22-091,V-100 DMA/MMA DISTILL TOP RECV,KAOSPECI,1,18.00,0.00,18.00,4.00,0.00,4.00,0.00,0.00,0.00
22-092,V-102 DMA VESSEL,KAOSPECI,1,261.25,0.00,261.25,19.75,0.00,19.75,0.00,0.00,0.00
22-093,V-103 MMA VESSEL,KAOSPECI,1,237.00,0.00,237.00,33.50,0.00,33.50,0.00,0.00,0.00
22-094,V-110 PRE-HEATING VESSEL,KAOSPECI,1,333.50,0.00,333.50,61.00,0.00,61.00,0.00,0.00,0.00
22-095,V-120 TAI REACTOR,KAOSPECI,1,732.00,0.00,732.00,131.25,0.00,131.25,0.00,0.00,0.00
22-096,RXN OIL & WATER SEPARATOR,KAOSPECI,1,22.50,0.00,22.50,2.50,0.00,2.50,0.00,0.00,0.00
22-097,V-122 REACTION CYCLONE SEP,KAOSPECI,1,66.50,0.00,66.50,15.00,0.00,15.00,0.00,0.00,0.00
22-098,V-130 REACTANT RECEIVER,KAOSPECI,1,392.50,0.00,392.50,57.00,0.00,57.00,0.00,0.00,0.00
22-099,V-131 CRUDE DM/M2 RECVR,KAOSPECI,1,150.50,0.00,150.50,20.00,0.00,20.00,0.00,0.00,0.00
22-100,V-132 50% KOH VESSEL,KAOSPECI,1,69.00,0.00,69.00,21.50,0.00,21.50,0.00,0.00,0.00
22-101,V-140 M2 FRAC. TOP RECVR,KAOSPECI,1,51.50,0.00,51.50,10.50,0.00,10.50,0.00,0.00,0.00
22-102,V-145 CRUDE M2 FEED FLASH VESS,KAOSPECI,1,82.50,0.00,82.50,13.00,0.00,13.00,0.00,0.00,0.00
22-103,V-146 M2 TOP CUT RECVR,KAOSPECI,1,28.00,0.00,28.00,2.00,0.00,2.00,0.00,0.00,0.00
22-104,V-147 DM/M2 RECEIVER,KAOSPECI,1,40.50,0.00,40.50,7.00,0.00,7.00,0.00,0.00,0.00
22-105,V-156 DM/M2 MIST SEPARATOR,KAOSPECI,1,50.50,0.00,50.50,4.00,0.00,4.00,0.00,0.00,0.00
22-106,V-160 WASTE H2 MIST SEPARATOR,KAOSPECI,1,78.50,0.00,78.50,16.50,0.00,16.50,0.00,0.00,0.00
22-107,V-161 WASTE H2 MIST ELIMN.,KAOSPECI,1,56.00,0.00,56.00,1.00,0.00,1.00,0.00,0.00,0.00
22-108,V-165 WASTE N2 MIST SEPARATOR,KAOSPECI,1,59.50,0.00,59.50,6.00,0.00,6.00,0.00,0.00,0.00
22-109,V-166 WASTE N2 MIST ELIMINATOR,KAOSPECI,1,70.75,0.00,70.75,4.00,0.00,4.00,0.00,0.00,0.00
22-110,V-171 HOT OIL EXPAN. VESSEL,KAOSPECI,1,114.00,0.00,114.00,19.00,0.00,19.00,0.00,0.00,0.00
22-111,V-172 COLD OIL EXPAN. VESSEL,KAOSPECI,1,153.50,0.00,153.50,4.50,0.00,4.50,0.00,0.00,0.00
22-112,V-173 HOT OIL TANK,KAOSPECI,1,62.00,0.00,62.00,23.00,0.00,23.00,0.00,0.00,0.00
22-113,100-TON BULK STORAGE TANK,NEPHNITR,1,282.50,0.00,282.50,48.00,0.00,48.00,0.00,0.00,0.00
22-114,100-TON BULK STORAGE TANK,NEPHNITR,1,321.75,0.00,321.75,65.50,0.00,65.50,0.00,0.00,0.00
22-115,100-TON BULK STORAGE TANK,NEPHNITR,1,213.75,0.00,213.75,40.50,0.00,40.50,0.00,0.00,0.00
22-116,100-TON BULK STORAGE TANK,NEPHNITR,1,196.00,0.00,196.00,36.00,0.00,36.00,0.00,0.00,0.00
22-118,"20,000 GAL SS STORAGE TANK",WHITFLYE,1,177.00,0.00,177.00,36.50,0.00,36.50,0.00,0.00,0.00
22-119,"20,000 GAL CST STORAGE TANK",WHITFLYE,1,108.00,0.00,108.00,29.00,0.00,29.00,0.00,0.00,0.00
22-120,DOW THERM CONDENSATE TANK,KRATCHEM,1,52.50,0.00,52.50,17.75,0.00,17.75,0.00,0.00,0.00
22-122,"6,000 GAL SS ASME STORAGE TK",AJAYNAMER,1,281.25,0.00,281.25,38.00,0.00,38.00,0.00,0.00,0.00
22-124,BG FILTER DECANTER TANK,YESACORP,1,179.00,0.00,179.00,31.50,0.00,31.50,0.00,0.00,0.00
22-125,BG FILTER DECANTER TANK,YESACORP,1,160.50,0.00,160.50,34.00,0.00,34.00,0.00,0.00,0.00
22-126,VENT SCRUBBER SURGE DRUM,SOLVSPEC,1,234.00,0.00,234.00,24.50,0.00,24.50,0.00,0.00,0.00
22-127,T-2 THIN TANK REPLACEMENT,POLYCOMP,1,609.25,0.00,609.25,153.25,0.00,153.25,0.00,0.00,0.00
22-129,HTM DRAIN TANK,ALPHAPET,1,93.50,0.00,93.50,33.00,0.00,33.00,0.00,0.00,0.00
22-130,HIGH GRADE CLEAN GLYCOL TK,SABIGOLD,1,108.00,0.00,108.00,23.00,0.00,23.00,0.00,0.00,0.00
22-131,LOW GRADE CLEAN GLYCOL TK,SABIGOLD,1,70.50,0.00,70.50,29.50,0.00,29.50,0.00,0.00,0.00
22-132,WASTE ENGINE GLYCOL TK,SABIGOLD,1,75.50,0.00,75.50,10.00,0.00,10.00,0.00,0.00,0.00
22-133,FRESH LUBE OIL DAY TANK,SABIGOLD,1,56.50,0.00,56.50,21.00,0.00,21.00,0.00,0.00,0.00
23-001,(16) PERFORATED SCREENS,ANDRITZI,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
23-002,"12,000 GAL CST STORAGE TK #1",CANNONUSA,1,137.75,0.00,137.75,48.25,0.00,48.25,0.00,0.00,0.00
23-003,"12,000 GAL CST STORAGE TK #2",CANNONUSA,1,124.50,0.00,124.50,39.50,0.00,39.50,0.00,0.00,0.00
23-004,NMP STORAGE TANK (TK-F702),SYMSENGI,1,166.25,0.00,166.25,28.00,0.00,28.00,0.00,0.00,0.00
23-005,NMP STORAGE TANK (TK-F602),SYMSENGI,1,234.00,0.00,234.00,51.00,0.00,51.00,0.00,0.00,0.00
23-006,NMP STORAGE TANK (TK-F802),SYMSENGI,1,181.00,0.00,181.00,32.00,0.00,32.00,0.00,0.00,0.00
23-007,"7,000 GAL HORIZONTAL TANK",ZACHGROU,1,113.00,0.00,113.00,42.50,0.00,42.50,0.00,0.00,0.00
23-014,PHTALIC TANK,REICHHOLD,1,428.25,0.00,428.25,81.00,0.00,81.00,0.00,0.00,0.00
23-015,T-910 TANK,KRATCHEM,1,341.00,0.00,341.00,41.50,0.00,41.50,0.00,0.00,0.00
23-016,M9 MIXING TANK REPLACEMENT,COLOCHEM,1,271.50,0.00,271.50,101.50,0.00,101.50,0.00,0.00,0.00
23-018,PNTSA CRYSTALIZER,COLOCHEM,1,261.50,0.00,261.50,47.00,0.00,47.00,0.00,0.00,0.00
23-019,"10,000 GAL HORIZONTAL TANK",ZACHGROU,1,280.00,0.00,280.00,44.00,0.00,44.00,0.00,0.00,0.00
23-020,NMP STORAGE TANK (TK-F102),SYMSENGI,1,330.50,0.00,330.50,33.50,0.00,33.50,0.00,0.00,0.00
23-021,NMP WASTE TANK (TK-F103),SYMSENGI,1,172.25,3.00,169.25,46.75,0.00,46.75,0.00,0.00,0.00
23-022,SAVANNAH TANK DEMO,SAVATANK,1,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00
23-023,R-507 REACTOR,SYMRISE,1,932.25,0.00,932.25,185.50,0.00,185.50,0.00,0.00,0.00
23-024,1A DOME REPLACEMENT,ANDRITZI,1,110.50,0.00,110.50,43.00,0.00,43.00,0.00,0.00,0.00
23-025,(4) ROLLED RINGS,LEARWEST,1,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
23-026,"10,000 GAL BLEND TANK",SOLVSPEC,1,223.50,0.00,223.50,75.00,0.00,75.00,0.00,0.00,0.00
23-027,NMP STORAGE TANK (TK-F202),SYMSENGI,1,226.50,0.00,226.50,52.25,0.00,52.25,0.00,0.00,0.00
23-028,R16 RECEIVER,COLOCHEM,1,131.75,0.00,131.75,32.00,0.00,32.00,0.00,0.00,0.00
23-029,R17 RECEIVER,COLOCHEM,1,143.50,0.00,143.50,18.75,0.00,18.75,0.00,0.00,0.00
23-030,NMP STORAGE TANK (TK-F302),SYMSENGI,1,239.00,0.00,239.00,34.00,0.00,34.00,0.00,0.00,0.00
23-031,NMP STORAGE TANK (TK-402),SYMSENGI,1,229.00,0.00,229.00,45.25,0.00,45.25,0.00,0.00,0.00
23-032,CAUSTIC STORAGE TANK,CYTECIND,1,45.50,0.00,45.50,8.00,0.00,8.00,0.00,0.00,0.00
23-034,3RD EFFECT FOUL CONDENSATE TANK,ANDRITZI,1,80.00,0.00,80.00,8.00,0.00,8.00,0.00,0.00,0.00
23-035,T-4922 REPLACEMENT,CYTECIND,1,12.00,0.00,12.00,2.00,0.00,2.00,0.00,0.00,0.00
23-036,L1 EXPANSION TANK,ALPHAPET,1,84.50,0.00,84.50,28.00,0.00,28.00,0.00,0.00,0.00
23-037,L2 EXPANSION TANK,ALPHAPET,1,104.50,0.00,104.50,19.50,0.00,19.50,0.00,0.00,0.00
23-040,"6,000 GAL STORAGE TANK",VALMONT,1,83.00,0.00,83.00,25.50,0.00,25.50,0.00,0.00,0.00
23-041,300 M3 SS API TANK (FIELD KIT),ENCHEMAM,1,241.50,0.00,241.50,28.50,0.00,28.50,0.00,0.00,0.00
23-042,300 M3 SS API TANK (FIELD KIT),ENCHEMAM,1,308.50,0.00,308.50,13.00,0.00,13.00,0.00,0.00,0.00
23-044,V-3200 ETHACRYL STORAGE TANK,ARCHWOOD,1,293.50,0.00,293.50,40.50,0.00,40.50,0.00,0.00,0.00
23-045,V-3210 MCA STORAGE TANK,ARCHWOOD,1,241.00,0.00,241.00,23.75,0.00,23.75,0.00,0.00,0.00
23-046,V-3220 MCA STORAGE TANK,ARCHWOOD,1,247.50,0.00,247.50,47.25,0.00,47.25,0.00,0.00,0.00
23-047,V-3230 MCA STORAGE TANK,ARCHWOOD,1,223.25,0.00,223.25,27.25,0.00,27.25,0.00,0.00,0.00
23-048,V-3240 MCA STORAGE TANK,ARCHWOOD,1,235.50,0.00,235.50,64.25,0.00,64.25,0.00,0.00,0.00
