Material,Description,Req_Count,Total_Est_Qty,Total_Act_Qty,Total_Est_Cost
PLT SA36-3/4 X 48 X 96,"Plate SA36- 3/4""x48""x96""",2,2.0,2.0,830.19
BOLT B8 5/8X2 HH,"Bolt B8 5/8"" x 2"" HH",2,58.0,58.0,181.68
"PLT 316L 12GA""X X","Plate 316L 12GA""  x x",2,2.0,2.0,10.0
"FLANGE 2205 1.5""150 BLIND","Flange 2205 1.5"" 150 BLIND",2,6.0,6.0,0.0
STUBEND 316L 1 SCH80,"Stubend 316L 1"" Sch80",2,4.0,4.0,213.3
STUBEND 316L 10 SCH80,"Stubend 316L 10"" Sch80",2,2.0,0.0,2400.0
"FLANGE 304L 3/4""150 WD NK","Flange 304L 3/4"" 150# WD NK",2,2.0,2.0,54.5
STUBEND 304L 2 SCH80,"Stubend 304L 2"" Sch80",2,2.0,2.0,116.1
STUBEND 304L 6 SCH80,"Stubend 304L 6"" Sch80",2,2.0,2.0,683.7
ELBOW 316L 1.5 SCH40 90 WLD,"Elbow 316L 1.5"" Sch40 90 Weld",2,27.0,27.0,0.0
ELBOW 316L 20 SCH10 90 WLD,"Elbow 316L 20"" Sch10 90 Weld",2,2.0,2.0,2700.0
ELBOW 316L 6 SCH10 90 WLD,"Elbow 316L 6"" Sch10 90 Weld",2,2.0,2.0,96.0
FLAT SA36 3/8 X 5 X 20',"Flat Stk SA36 3/8""x 5""x 20'",2,2.0,2.0,170.22
FLAT SA36 1/2 X 2 X,"Flat Stk SA36 1/2""x 2""x",2,2.0,2.0,20.0
FLAT 304L 1/4 X 3 X,"Flat Stk 304L 1/4""x 3""x",2,3.0,3.0,2.0
FLAT 304L 1/4 X 4 X,"Flat Stk 304L 1/4""x 4""x",2,2.0,2.0,10.0
FLAT 316L 1/4 X 4 X 12',"Flat Stk 316L 1/4""x 4""x 12'",2,6.0,6.0,884.34
FLAT 316L 3/8 X 6 X 12',"Flat Stk 316L 3/8""x 6""x 12'",2,1.0,1.0,490.05
AG 304L 3/8 X 6 X 6 X 20',"Angle 304L 3/8""x 6""x 6""x 20'",2,2.0,2.0,2136.54
PLT SA516-1/2 X 96 X 120,"Plate SA516- 1/2""x96""x120""",2,1.4,1.0,2264.08
AG SA36 1/4 X 2 X 3 X 20',"Angle SA36 1/4""x 2""x 3""x 20'",2,1.0,0.0,71.72
PLT SA36-3/16 X 72 X 360,"Plate SA36- 3/16""x72""x360""",2,2.0,2.0,3488.36
PLT 304L 10GA X 60 X,"Plate 304L 10GA""x 60""x",2,2.0,2.0,930.45
PLT SA36-1/2 X 96 X,"Plate SA36- 1/2""x96""x",2,1.0,1.0,4034.99
PLT SA36-1/4 X 60 X,"Plate SA36- 1/4""x60""x",2,2.0,2.0,3716.44
PLT SA36-1/4 X 120 X 144,"Plate SA36- 1/4""x120""x144""",2,6.0,6.0,5164.5
PLT SA36-3/16 X 48 X,"Plate SA36- 3/16""x48""x",2,2.0,2.0,291.0
PLT SA36-3/8 X 48 X 120,"Plate SA36- 3/8""x48""x120""",2,2.0,2.0,1096.51
PIPE 316L 2.5 SC80 WLD X,"Pipe 316L 2.5"" Sch80 Welded",2,1.0,1.0,325.0
PIPE 316L 3/4 SC80 WLD X,"Pipe 316L 3/4"" Sch80 Welded",2,2.0,2.0,83.6
AG SA36 3/8 X 4 X 4 X,"Angle SA36 3/8""x 4""x 4""x",2,8.0,8.0,2044.6704
PIPE 316L 10 SC80 SML X,"Pipe 316L 10"" Sch80 Seamless",2,1.0,1.0,865.11
PIPE 304L 10 SC10 SML X,"Pipe 304L 10"" Sch10 Seamless",2,2.0,2.0,303.96
PIPE 316L 5 SC40 WLD X,"Pipe 316L 5"" Sch40 Welded",2,2.0,2.0,203.55
PIPECAP 304L 6 SC10,"Pipe Cap 304L 6"" Sch10",2,2.0,2.0,70.0
"FLANGE SA105 1.5""150 LP JNT","Flange SA105 1.5"" 150# LP JNT",2,8.0,8.0,50.37
"FLANGE 316L 1""300 LP JNT","Flange 316L 1"" 300# LP JNT",2,3.0,3.0,85.51
"FLANGE 316L 20""300 RFSO","Flange 316L 20"" 300# RFSO",2,4.0,4.0,9200.0
"FLANGE 316L 3""300 BLIND","Flange 316L 3"" 300# BLIND",2,2.0,2.0,273.6
"FLANGE 316L 20""300 BLIND","Flange 316L 20"" 300# BLIND",2,4.0,4.0,15020.0
"FLANGE SA105 10""150 LP JNT","Flange SA105 10"" 150# LP JNT",2,2.0,2.0,182.0
"FLANGE SA105 24""150 LP JNT","Flange SA105 24"" 150# LP JNT",2,6.0,6.0,2850.7
"FLANGE SA105 14""300 RFSO","Flange SA105 14"" 300# RFSO",2,4.0,4.0,980.96
"FLANGE SA105 8""300 WD NK","Flange SA105 8"" 300# WD NK",2,2.0,2.0,136.14
"FLANGE SA105 24""300 WD NK","Flange SA105 24"" 300# WD NK",2,2.0,2.0,2900.0
"STUDPAD 304L 8""150 STD","Studpad 304L 8"" 150# Std",2,2.0,1.0,2845.0
"STUDPAD 316L 8""150 STD","Studpad 316L 8"" 150# Std",2,2.0,2.0,3105.0
WAAB62518,Inco 625 1/8x 36 Wire,2,20.0,20.0,538.6800000000001
LINSA625093726,3/32 Techalloy 625 55SSP Wire,2,55.0,55.0,1459.15
SKNI163,Nitrogen Skid 16 cyls (#3),2,7.0,7.0,1582.9799999999998
WAANICKLE67332,67 Nickel 3/32 x 36,2,20.0,20.0,706.4000000000001
WAATN6006,Ernicu-7 Tig Rod 1/8,2,20.0,20.0,836.5
"PLT SA516 5/8""X X","Plate SA516 5/8""  x x",2,5.0,4.0,7129.94
LIN19586,Flux 780 Subarc 50lb Bag,2,100.0,100.0,146.0
PIPE 304L 12 SC40 SML X,"Pipe 304L 12"" Sch40 Seamless",2,2.0,3.0,274.21
PIPE 2205 12 SC40 WLD X,"Pipe 2205 12"" Sch40 Welded",2,2.0,2.0,1696.1299999999999
CPLG 316L 1.5 3000 FULL THRD,"Coupling 316L 1.5""3000 Full Th",2,2.0,2.0,48.129999999999995
PIPECAP 304L 1 SC40,"Pipe Cap 304L 1"" Sch40",2,12.0,12.0,102.0
PIPECAP 316L 24 SC10,"Pipe Cap 316L 24"" Sch10",2,4.0,4.0,5750.0
PIPE 304L 5 SC80 WLD X,"Pipe 304L 5"" Sch80 Welded",2,3.0,3.0,6584.5
PIPE 2205 1 SC160 SMLS X,"Pipe 2205 1"" Sch160 Seamless",2,2.0,2.0,1521.0
"FLANGE 2205 8""150 BLIND","Flange 2205 8"" 150 BLIND",2,2.0,2.0,920.0
PIPE 316L 24 SC10 WLD X,"Pipe 316L 24"" Sch10 Welded",2,2.0,2.0,6867.610000000001
CPLG 2205 3/4 3000 HALF THRD,"Coupling 2205 3/4""3000 Half Th",1,2.0,2.0,40.0
AG 316L 1/4 X 4 X 4 X 20',"Angle 316L 1/4""x 4""x 4""x 20'",1,1.0,1.0,648.12
PLT SA36-3/8 X 60 X 120,"Plate SA36- 3/8""x60""x120""",1,1.0,1.0,405.0
PIPECAP 304L 24 SC40,"Pipe Cap 304L 24"" Sch40",1,2.0,2.0,2100.0
PIPE 304L 24 SC40 WLD X,"Pipe 304L 24"" Sch40 Welded",1,1.0,1.0,1532.2
CPLG 316L 3 3000 HALF THRD,"Coupling 316L 3""3000 Half Th",1,5.0,0.0,827.0
PIPECAP 316L 3/4 SC40,"Pipe Cap 316L 3/4"" Sch40",1,5.0,5.0,63.0
ROD 316L 3/4 X,"Rod 316L 3/4"" x",1,1.0,1.0,620.0
MIG GUN LINER 400A 045-062 15',,1,6.0,6.0,87.6
LENS FLTR SHD 10 4.5X5.25 GLAS,HT-TRTD,1,2.0,2.0,2.82
LENS FLTR SHD 09 4.5X5.25 GLAS,HT-TRTD,1,2.0,2.0,2.74
ANT-SPTTR WELD KLEEN 350,1 GAL CONTAINER,1,4.0,4.0,58.96
LENS CVR CLR 4.5X5.25 CR-39,PLA,1,48.0,48.0,36.96
GLASS SAFETY AZTEC CLEAR LENS,ANTI-FOG,1,24.0,24.0,38.400000000000006
WAAB317L18X36,SS 317L 1/8x36 Doublestamped,1,10.0,10.0,102.5
WAATS317L093,.035x33 lbs,1,33.0,33.0,424.875
WAAB317L332X36,"Rod, SS, ER317L, 3/32x36""",1,10.0,0.0,103.5
WEG203200V, Swtbnd Sfty Hlmt Brn 2/pk,1,1.0,1.0,5.73
RAD64000102,Aspttr 1620 24 oz CN Slvt-Base,1,4.0,4.0,48.88
RAD64052005,Blnkt Wldg 6'x8' 24 oz Fgl,1,2.0,2.0,130.1
WAANICKLE6718,67 Nickel 1/2 x 36,1,10.0,10.0,347.2
WAATN6005,Ernicu-7 Tig Rod 3/32,1,10.0,10.0,453.29999999999995
WAATT904L06,"1/8 x 36"" Embossed",1,10.0,10.0,194.5
SEL1230934LV,.045 NI625-T1,1,25.0,25.0,830.0000000000001
WAATF2209160,2209 3/32-16 Stick Rod,1,30.0,30.0,273.0
WAA22091602,2209 16 Stick Rod,1,30.0,30.0,268.5
HPAR98/OX2-3,ARGON/OXYGEN 98/2,1,2.0,0.0,58.6
HPA1025-3,A1025 CO2/ARGON/HELIUM,1,1.0,0.0,141.26
"STUDPAD 316L 14""150 STD","Studpad 316L 14"" 150# Std",1,1.0,1.0,3770.0
"FLANGE SA105 2""300 LP JNT","Flange SA105 2"" 300# LP JNT",1,10.0,10.0,325.0
"FLANGE SA105 10""300 WD NK","Flange SA105 10"" 300# WD NK",1,1.0,1.0,213.05
"FLANGE SA105 12""150 LP JNT","Flange SA105 12"" 150# LP JNT",1,1.0,1.0,166.2
"FLANGE SA105 4""300 WD NK","Flange SA105 4"" 300# WD NK",1,1.0,1.0,41.7
"FLANGE SA105 6""300 WD NK","Flange SA105 6"" 300# WD NK",1,1.0,1.0,64.95
"FLANGE 316L 24""300 BLIND","Flange 316L 24"" 300# BLIND",1,1.0,1.0,3625.0
"FLANGE 316L 1.5""300 LP JNT","Flange 316L 1.5"" 300# LP JNT",1,2.0,2.0,0.0
"FLANGE 316L 1""300 WD NK","Flange 316L 1"" 300# WD NK",1,3.0,3.0,89.03999999999999
"FLANGE 316L 6""300 WD NK","Flange 316L 6"" 300# WD NK",1,1.0,1.0,249.48
"FLANGE 316L 8""300 WD NK","Flange 316L 8"" 300# WD NK",1,1.0,1.0,387.24
"FLANGE SA105 3/4""150 WD NK","Flange SA105 3/4"" 150# WD NK",1,1.0,1.0,20.28
"FLANGE SA105 10""150 WD NK","Flange SA105 10"" 150# WD NK",1,1.0,1.0,111.0
"FLANGE SA105 14""150 WD NK","Flange SA105 14"" 150# WD NK",1,1.0,1.0,233.34
"FLANGE SA105 20""150 WD NK","Flange SA105 20"" 150# WD NK",1,1.0,1.0,466.67
PIPECAP 304L 8 SC40,"Pipe Cap 304L 8"" Sch40",1,2.0,2.0,145.6
PIPECAP 304L 10 SC40,"Pipe Cap 304L 10"" Sch40",1,2.0,2.0,198.8
PIPECAP 316L 1.5 SC40,"Pipe Cap 316L 1.5"" Sch40",1,4.0,4.0,60.0
PIPECAP 316L 3 SC80,"Pipe Cap 316L 3"" Sch80",1,1.0,1.0,77.0
PIPECAP 316L 8 SC40,"Pipe Cap 316L 8"" Sch40",1,2.0,2.0,258.5
PIPECAP 316L 12 SC10,"Pipe Cap 316L 12"" Sch10",1,2.0,2.0,179.3
PIPECAP 316L 14 SC10,"Pipe Cap 316L 14"" Sch10",1,2.0,2.0,600.0
PIPECAP 316L 20 SC40,"Pipe Cap 316L 20"" Sch40",1,4.0,4.0,4800.0
"FLANGE 304L 14""150 BLIND","Flange 304L 14"" 150# BLIND",1,1.0,1.0,965.0
"FLANGE 316L 8""300 RFSO","Flange 316L 8"" 300# RFSO",1,2.0,2.0,982.0
PIPECAP 304L 2 SC40,"Pipe Cap 304L 2"" Sch40",1,2.0,2.0,48.16
PIPECAP 304L 4 SC40,"Pipe Cap 304L 4"" Sch40",1,4.0,4.0,60.0
"FLANGE 304L 3""300 BLIND","Flange 304L 3"" 300# BLIND",1,1.0,1.0,166.6
"FLANGE 304L 10""300 WD NK","Flange 304L 10"" 300# WD NK",1,1.0,0.0,639.9
"FLANGE 316L 3/4""150 BLIND","Flange 316L 3/4"" 150# BLIND",1,1.0,1.0,44.96
"FLANGE 316L 14""150 WD NK","Flange 316L 14"" 150# WD NK",1,1.0,1.0,1735.0
"FLANGE 316L 3/4""300 RFSO","Flange 316L 3/4"" 300# RFSO",1,2.0,2.0,43.9
PIPE 316L 4 SC120 WLD X,"Pipe 316L 4"" Sch120 Welded",1,1.0,1.0,1300.0
PIPE 316L 10 SC120 SML X,"Pipe 316L 10"" Sch120 Seamless",1,1.0,1.0,1920.0
PIPE 304L 20 SC10 WLD X,"Pipe 304L 20"" Sch10 Welded",1,1.0,1.0,1555.8
PIPE 304L 24 SC10 WLD X,"Pipe 304L 24"" Sch10 Welded",1,1.0,1.0,1715.0
PIPE 316L 1 SC10 WLD X,"Pipe 316L 1"" Sch10 Welded",1,1.0,1.0,77.18
PIPE 316L 1.5 SC10 WLD X,"Pipe 316L 1.5"" Sch10 Welded",1,1.0,1.0,96.78
PLT SA36-5/16 X 120 X,"Plate SA36- 5/16""x120""x",1,2.0,2.0,12453.75
PLT SA36-5/16 X 120 X 240,"Plate SA36- 5/16""x120""x240""",1,1.0,1.0,3138.955
PLT SA36-5/8 X 60 X 144,"Plate SA36- 5/8""x60""x144""",1,2.0,2.0,1944.62
PLT SA516-3/8 X 48 X 96,"Plate SA516- 3/8""x48""x96""",1,1.0,1.0,750.0
PLT SA516-3/8 X 96 X 120,"Plate SA516- 3/8""x96""x120""",1,1.0,1.0,799.18
PLT SA516-5/16 X 48 X 240,"Plate SA516- 5/16""x48""x240""",1,2.0,2.0,1188.9
PLT SA516-5/16 X 60 X 144,"Plate SA516- 5/16""x60""x144""",1,2.0,2.0,1129.18
PLT SA516-5/8 X 96 X 240,"Plate SA516- 5/8""x96""x240""",1,2.0,2.0,3034.29
FLAT 304L 1/2 X 2 X,"Flat Stk 304L 1/2""x 2""x",1,1.0,1.0,3.0
FLAT 304L 1/2 X 2.5 X 12',"Flat Stk 304L 1/2""x 2.5""x 12'",1,1.0,0.0,226.78
FLAT 304L 1/2 X 6 X 12',"Flat Stk 304L 1/2""x 6""x 12'",1,3.0,3.0,768.69
FLAT 316L 1/4 X 2 X,"Flat Stk 316L 1/4""x 2""x",1,1.0,1.0,1.0
PLT SA36-3/4 X 96 X 240,"Plate SA36- 3/4""x96""x240""",1,2.0,2.0,8150.32
"ESTIMATION, ENGINERIING& DRAWING CHARGES",,1,1.0,1.0,2227.0
"ESTIMATION,ENGINERIING& DRAWING CHARGES",,1,1.0,1.0,1598.0
"ESTIMATION,ENGINERIING & DRAWING CHARGES",,1,1.0,1.0,2436.0
"ESTIMATION , ENGINERIING &DRAWING CHARGES",,1,1.0,1.0,1523.0
"ESTIMATION , ENGINERIING & DRAWING CHARGES",,1,1.0,1.0,1218.0
"ESTIMATION , ENGINERIING & DRAWING  CHARGES",,1,1.0,1.0,1914.0
"ESTIMATION , ENGINERIING  & DRAWING  CHARGES",,1,1.0,1.0,2957.0
"ESTIMATION,ENGINERIING &DRAWING CHARGES",,1,1.0,1.0,2045.0
"ESTIMATION ,ENGINERIING &DRAWING CHARGES",,1,1.0,1.0,2340.0
"ESTIMATION , ENGINERIING &  DRAWING  CHARGES",,1,1.0,1.0,5742.0
AG 304L 3/16 X 1.5 X 1.5 X,"Angle 304L 3/16""x 1.5""x 1.5""x",1,1.0,1.0,30.0
ROD A36HR 3/4 X,"Rod A36HR 3/4"" x",1,16.0,16.0,16.0
ROD 304L 2 X 12',"Rod 4/304L 2""x 12'",1,1.0,1.0,318.72
ROD 304L 3 X 12',"Rod 4/304L 3""x 12'",1,3.0,0.0,231.0
PIPE 304L 2.5 SC10 WLD X,"Pipe 304L 2.5"" Sch10 Welded",1,1.0,1.0,202.0
AG SA36 3/8 X 3 X 3 X,"Angle SA36 3/8""x 3""x 3""x",1,4.0,4.0,85.0
ROD SA36CS 1/4 X 20',"Rod SA36CS 1/4""x 20'",1,1.0,1.0,53.0
FLAT SA36 1/4 X 6 X 20',"Flat Stk SA36 1/4""x 6""x 20'",1,11.0,11.0,720.0204
FLAT SA36 3/8 X 1.5 X,"Flat Stk SA36 3/8""x 1.5""x",1,2.0,2.0,1.0
AG 304L 3/8 X 1.5 X 1.5 X 20',"Angle 304L 3/8""x 1.5""x1.5""x20'",1,4.0,0.0,0.0
AG 304L 3/8 X 2 X 2.5 X 20',"Angle 304L 3/8""x 2""x 2.5""x 20'",1,1.0,0.0,296.1
AG 304L 1/4 X 4 X 4 X,"Angle 304L 1/4""x 4""x 4""x",1,6.0,6.0,120.0
AG 304L 3/8 X 4 X 4 X,"Angle 304L 3/8""x 4""x 4""x",1,3.0,3.0,0.0
AG 316L 1/4 X 2 X 2 X,"Angle 316L 1/4""x 2""x 2""x",1,1.0,1.0,30.0
FLAT 316L 1/4 X 5 X 12',"Flat Stk 316L 1/4""x 5""x 12'",1,1.0,1.0,259.47
ELBOW 316L 10 SCH10 90 WLD,"Elbow 316L 10"" Sch10 90 Weld",1,1.0,1.0,167.2
ELBOW 304L 14 SCH40 45 WLD,"Elbow 304L 14"" Sch40 45 Weld",1,1.0,0.0,610.0
ELBOW 316L 1.5 SCH40 45 WLD,"Elbow 316L 1.5"" Sch40 45 Weld",1,1.0,1.0,9.8
ELBOW 316L 4 SCH40 45 WLD,"Elbow 316L 4"" Sch40 45 Weld",1,1.0,1.0,35.91
ELBOW 316L 12 SCH40 45 WLD,"Elbow 316L 12"" Sch40 45 Weld",1,1.0,1.0,289.56
ELBOW 316L 3/4 SCH40 90 WLD,"Elbow 316L 3/4"" Sch40 90 Weld",1,1.0,1.0,5.400000000000001
STUBEND 316L 1/2 SCH40,"Stubend 316L 1/2"" Sch40",1,3.0,3.0,285.0
CPLG 316L 3 3000 FULL THRD,"Coupling 316L 3""3000 Full Th",1,5.0,5.0,827.0
CPLG 316L 1.5 3000 HALF THRD,"Coupling 316L 1.5""3000 Half Th",1,4.0,4.0,56.0
BOLT SA325-GALV 5/8X1.5 HH,"Bolt 325-GALV 5/8"" x 1.5"" HH",1,20.0,20.0,10.0
BOLT B8 3/4X5 HH,"Bolt B8 3/4"" x 5"" HH",1,16.0,16.0,240.0
BOLT B8M 3/4X4 HH,"Bolt B8M 3/4"" x 4"" HH",1,8.0,8.0,35.7296
BOLT B7 PL 1/4X1.5 HH,"Bolt B7 Plated 1/4"" x 1.5"" HH",1,1.0,1.0,3.95
BOLT SA325-GALV 1/2X2 HH,"Bolt 325-GALV 1/2"" x 2"" HH",1,24.0,24.0,7.9992
BOLT SA325-GALV 3/4X2.5 HH,"Bolt 325-GALV 3/4"" x 2.5"" HH",1,12.0,12.0,3.9996
BOLT SA325 1/2X1.75 HH,"Bolt SA325 1/2"" x 1.75"" HH",1,16.0,0.0,8.8
BOLT SA325 1/2X2.5 HH,"Bolt SA325 1/2"" x 2.5"" HH",1,4.0,4.0,3.2496
BOLT SA325 3/4X1.5 HH,"Bolt SA325 3/4"" x 1.5"" HH",1,8.0,0.0,19.2
"FLANGE 2205 12""150 LP JNT","Flange 2205 12"" 150 LP JNT",1,1.0,1.0,1140.0
"FLANGE 2205 10""150 WD NK","Flange 2205 10"" 150 WD NK",1,1.0,0.0,0.0
"FLANGE 2205 6""300 RFSO","Flange 2205 6"" 300 RFSO",1,1.0,1.0,420.0
ELBOW 2205 6 SCH10 90 WLD,"Elbow 2205 6"" Sch10 90 WELD",1,2.0,2.0,600.0
ELBOW 2205 6 SCH40 90 WLD,"Elbow 2205 6"" Sch40 90 WELD",1,1.0,1.0,550.0
CPLG 2205 3/4 3000 FULL THRD,"Coupling 2205 3/4""3000 Full Th",1,2.0,2.0,60.0
PIPE AL20 1.5 SC40 WLD X,"Pipe AL20 1.5"" Sch40 Welded",1,1.0,1.0,84.0
PIPE AL20 2 SC40 WLD X,"Pipe AL20 2"" Sch40 Welded",1,1.0,1.0,315.0
PIPE AL20 4 SC40 WLD X,"Pipe AL20 4"" Sch40 Welded",1,1.0,1.0,86.0
PIPE AL20 6 SC40 WLD X,"Pipe AL20 6"" Sch40 Welded",1,1.0,1.0,135.0
"FLANGE AL20 1.5""150 RFSO","Flange AL20 1.5"" 150 RFSO",1,1.0,1.0,91.0
"FLANGE AL20 2""150 BLIND","Flange AL20 2"" 150 BLIND",1,3.0,3.0,567.0
ELBOW AL20 2 SCH40 90 WLD,"Elbow AL20 2"" Sch40 90 WELD",1,2.0,2.0,140.0
STUBEND AL20 1.5 SCH40,"Stubend AL20 1.5"" Sch40",1,4.0,4.0,448.0
STUBEND AL20 2 SCH40,"Stubend AL20 2"" Sch40",1,6.0,6.0,612.0
STUBEND AL20 4 SCH40,"Stubend AL20 4"" Sch40",1,1.0,1.0,235.0
STUBEND AL20 6 SCH40,"Stubend AL20 6"" Sch40",1,1.0,1.0,334.0
PIPE AL400 8 SC40 SMLS X,"Pipe AL400 8"" Sch40 Seamless",1,1.0,1.0,5193.5
STUBEND AL400 1/2 SCH80,"Stubend AL400 1/2"" Sch80",1,1.0,1.0,166.0
STUBEND AL400 1 SCH80,"Stubend AL400 1"" Sch80",1,4.0,4.0,1008.0
STUBEND AL400 2 SCH80,"Stubend AL400 2"" Sch80",1,1.0,1.0,152.0
PIPE AL600 2 SC40 SMLS X,"Pipe AL600 2"" Sch40 Seamless",1,21.0,21.0,86100.0
"FLANGE AL600 2""300 RFSO","Flange AL600 2"" 300 RFSO",1,4.0,4.0,2380.0
ELBOW AL600 2 SCH40 90 SLS,"Elbow AL600 2"" Sch40 90 SMLS",1,4.0,4.0,360.0
PLT C276 3/16 X,"Plate Alloy C276 3/16""x",1,2.0,1.0,18373.95
PIPE C276 1.5 SC40 WLD X,"Pipe C276 1.5"" Sch40 Welded",1,1.0,1.0,96.25
PIPE C276 2 SC40 WLD X,"Pipe C276 2"" Sch40 Welded",1,1.0,1.0,360.5
PIPE C276 3 SC40 WLD X,"Pipe C276 3"" Sch40 Welded",1,1.0,1.0,520.0
PIPE C276 6 SC40 WLD X,"Pipe C276 6"" Sch40 Welded",1,1.0,1.0,777.0
"STUDPAD C276 3""150 STD","Studpad C276 3"" 150 Std",1,1.0,1.0,985.0
CPLG C276 3/4 3000 HALF THRD,"Coupling C276 3/4""3000 Half Th",1,1.0,1.0,36.0
STUBEND C276 1 SCH40,"Stubend C276 1"" Sch40",1,2.0,2.0,206.0
STUBEND C276 1.5 SCH40,"Stubend C276 1.5"" Sch40",1,1.0,1.0,152.0
STUBEND C276 2 SCH40,"Stubend C276 2"" Sch40",1,6.0,6.0,1128.0
STUBEND C276 3 SCH40,"Stubend C276 3"" Sch40",1,4.0,4.0,1156.0
STUBEND C276 6 SCH40,"Stubend C276 6"" Sch40",1,2.0,2.0,1550.0
"FLANGE AL6XN 4""300 WD NK","Flange AL6XN 4"" 300 WD NK",1,1.0,1.0,770.0
"FLANGE AL6XN 6""300 WD NK","Flange AL6XN 6"" 300 WD NK",1,1.0,1.0,1295.0
BOLT B8 1/2X1.75 HH,"Bolt B8 1/2"" x 1.75"" HH",1,40.0,40.0,54.0
BOLT B8 3/4X3.25 HH,"Bolt B8 3/4"" x 3.25"" HH",1,8.0,8.0,29.2
STUBEND AL600 1 SCH40,"Stubend Alloy600 1"" Sch40",1,3.0,3.0,738.0
STUBEND 304L 2 SCH40 SML,"Stubend 304L 2"" Sch40 Seemls",1,3.0,3.0,63.0
STUBEND 304L 3 SCH40 SML,"Stubend 304L 3"" Sch40 Seemls",1,1.0,1.0,27.0
STUBEND 304L 6 SCH40 SML,"Stubend 304L 6"" Sch40 Seemls",1,1.0,1.0,225.0
BEAM SA36 W12 65 X,Beam SA36 W12 65# x,1,4.0,4.0,715.0
AG 316L 3/8 X 4 X 4 X 20',"Angle 316L 3/8""x 4""x 4""x 20'",1,2.0,2.0,3051.95
PLT AL2205 5/8 X,"Plate Alloy 2205 5/8""x",1,2.0,2.0,1754.54
FLAT AL2205 1/4 X 6 X,"Flat Stk Alloy 2205 1/4""x 6""",1,4.0,4.0,1329.64
FLAT AL2205 3/8 X 3 X,"Flat Stk Alloy 2205 3/8""x 3""",1,4.0,4.0,1232.48
ROD AL2205 4 X,"Rod AL2205 4"" x",1,1.0,1.0,72.0
PIPE 2205 3/4 SC40 WLD X,"Pipe 2205 3/4"" Sch40 Welded",1,1.0,1.0,40.0
BOLT B7 PL 3/8X4.5 HH,"Bolt B7 Plated 3/8"" x 4.5"" HH",1,75.0,75.0,712.5
BOLT B7 PL 1/2X1.75 HH,"Bolt B7 Plated 1/2"" x 1.75"" HH",1,12.0,12.0,24.0
BOLT B7 PL 5/8X2.75 HH,"Bolt B7 Plated 5/8"" x 2.75"" HH",1,8.0,8.0,24.0
PIPE 2205 3 SC10 WLD X,"Pipe 2205 3"" Sch10 Welded",1,1.0,1.0,36.13
PIPE 2205 3 SC160 SMLS X,"Pipe 2205 3"" Sch160 Seamless",1,1.0,1.0,1290.8
BOLT B7 PL 3/4X1.5 HH,"Bolt B7 Plated 3/4"" x 1.5"" HH",1,4.0,4.0,20.0
PIPE 2205 4 SC40 SMLS X,"Pipe 2205 4"" Sch40 Seamless",1,1.0,1.0,425.35
STUBEND AL400 8 SCH40,"Stubend Alloy400 8"" Sch40",1,2.0,2.0,0.0
"PLT 304L 5/16""X X","Plate 304L 5/16""  x x",1,4.0,4.0,24.0
"PLT 304L 10GA""X X","Plate 304L 10GA""  x x",1,1.0,1.0,25.0
PIPE 2205 6 SC40 SMLS X,"Pipe 2205 6"" Sch40 Seamless",1,1.0,1.0,526.7
PIPE 2205 8 SC80 SMLS X,"Pipe 2205 8"" Sch80 Seamless",1,1.0,1.0,3108.16
PIPE 2205 10 SC40 SMLS X,"Pipe 2205 10"" Sch40 Seamless",1,1.0,0.0,156.94
PIPE 2205 12 SC10 WLD X,"Pipe 2205 12"" Sch10 Welded",1,1.0,1.0,195.85
NUT SA194-8M 7/8 HH,"Nut SA194-8M 7/8"" HH",1,48.0,48.0,112.80000000000001
PLT AL20 3/16 X,"Plate Alloy 20 3/16""x",1,1.0,1.0,6579.54
"FLANGE AL20 8""150 RFSO","Flange AL20 8"" 150 RFSO",1,1.0,1.0,638.0
CPLG SA105 3 3000 HALF THRD,"Coupling 105 3""3000 Half Th",1,8.0,8.0,165.256
FLAT 304L 1/4 X 6 X 12',"Flat Stk 304L 1/4""x 6""x 12'",1,2.0,2.0,181.76
"STUDPAD 304L 1.5""150 STD","Studpad 304L 1.5"" 150# Std",1,1.0,0.0,147.75
BOLT B7 1/2X2.5 HH,"Bolt B7 1/2"" x 2.5"" HH",1,12.0,12.0,7.199999999999999
PLT SA36-3/8 X 48 X 360,"Plate SA36- 3/8""x48""x360""",1,1.0,1.0,781.58
"STUDPAD 304L 10""150 STD","Studpad 304L 10"" 150# Std",1,1.0,1.0,925.0
FLAT 304L 3/16 X 4 X 12',"Flat Stk 304L 3/16""x 4""x 12'",1,1.0,1.0,95.0
BOLT B8M 3/4X2 HH,"Bolt B8M 3/4"" x 2"" HH",1,12.0,12.0,55.199999999999996
STUBEND 304L 1.5 SCH80,"Stubend 304L 1.5"" Sch80",1,1.0,1.0,57.15
"FLANGE 316L 2""300 BLIND","Flange 316L 2"" 300# BLIND",1,1.0,1.0,17.5
"STUDPAD 304L 12""150 STD","Studpad 304L 12"" 150# Std",1,1.0,1.0,1935.0
PLT AL400 3/8 X,"Plate Alloy 400 3/8""x",1,1.0,1.0,1183.3
AG 304L 3/8 X 6 X 6 X,"Angle 304L 3/8""x 6""x 6""x",1,2.0,2.0,1788.0
PLT AL6XN 3/16 X,"Plate Alloy Al6X 3/16""x",1,1.0,1.0,1628.19
